Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
取れる,とれる,"1. to come off, to be removed<br>2. to disappear (of pain, a fever, etc.)<br>3. to be caught, to be harvested<br>4. to be interpreted (as), to be taken (as)<br>5. to be attained (of balance, etc.)<br>6. to be obtainable",N3,25,<b>取れ</b>たら取っとるわい！,I'll take it if I can get it!,"S01E01, S01E07, S01E08, S01E11, S01E13, S01E15, S01E22, S01E25, S01E26"
次回,じかい,1. next time (occasion),Unlabeled,25,<b>次回</b>の「日常」は,The next “daily life” is,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25"
っと,っと,1. tto (Auto-translated),Unlabeled,25,ええ<b>っと</b>！,Erm!,"S01E02, S01E04, S01E05, S01E06, S01E09, S01E12, S01E14, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E24, S01E25, S01E26"
全然,ぜんぜん,"1. (not) at all, (not) in the slightest<br>2. wholly, entirely, completely, totally<br>3. extremely, very",N3,25,<b>全然</b>というか 全然なんだから！,"Not at all, not at all!","S01E02, S01E03, S01E07, S01E08, S01E09, S01E11, S01E14, S01E15, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E26"
番,ばん,"1. number (in a series)<br>2. (one's) turn<br>3. watch, guard, lookout<br>4. rank, standing, position<br>5. bout, match<br>6. pieces (in a collection)",N3,25,今日は私の<b>番</b>ですよ,It's my turn today.,"S01E03, S01E11, S01E18, S01E19"
先輩,せんぱい,"1. senior (at work or school), superior, elder, older graduate, progenitor, old-timer",N4,24,おう！ やる気になった<b>先輩</b>！,Ou! Seniors who are motivated!,"S01E01, S01E14, S01E17, S01E24, S01E25, S01E26"
ほる,ほる,"1. to dig, to excavate, to hollow<br>2. to delve into<br>3. to dig up (e.g. vegetables)<br>4. (for two men) to have anal sex",Unlabeled,24,に  け  ら　は  と  <b>ほ</b>―,Nikera is toho-,"S01E02, S01E03, S01E06, S01E07, S01E08, S01E14, S01E17, S01E23"
部,ぶ,"1. department (in an organization), division, bureau<br>2. club<br>3. part, component, element<br>4. category<br>5. counter for copies of a newspaper or magazine",N1,24,まともに<b>部</b>の説明もできないなあ,I can't even explain the department properly.,"S01E02, S01E08, S01E14, S01E17, S01E23, S01E24"
より,より,"1. than<br>2. from, out of, since, at, on<br>3. except, but, other than<br>4. more",N5,24,学校でやる<b>より</b>も 師範に,"Rather than doing it at school, become a teacher.","S01E03, S01E04, S01E05, S01E06, S01E10, S01E11, S01E13, S01E15, S01E17, S01E18, S01E20, S01E21, S01E24, S01E25, S01E26"
にゃ,にゃ,"1. if not ..., unless ...<br>2. have to (do)<br>3. to, for, on, in, at",Unlabeled,24,う<b>にゃ</b>あん！,Unyaan!,"S01E04, S01E05, S01E09, S01E12, S01E13, S01E19, S01E21"
っていう,っていう,"1. meaning, called, said",Unlabeled,24,私の何が分かる<b>っていう</b>の！,What do you know about me?,"S01E04, S01E07, S01E12, S01E14, S01E16, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26"
サッカー,サッカー,1. soccer<br>2. seersucker,Unlabeled,24,最初は囲碁と<b>サッカー</b>を合わせた,"At first, Go and soccer were combined.","S01E06, S01E08, S01E14, S01E15, S01E17, S01E19, S01E23"
逃げる,にげる,"1. to escape, to run away",N4,23,なに<b>逃げ</b>てんすか？ 高崎先生！,What are you running away from? Mr. Takasaki!,"S01E01, S01E02, S01E06, S01E07, S01E09, S01E10, S01E22, S01E23, S01E26"
たり,たり,"1. -ing and -ing (e.g. ""coming and going"")<br>2. doing such things as...<br>3. expresses a command<br>4. to be<br>5. indicates completion or continuation of an action",Unlabeled,23,あと 途中で やめ<b>たり</b>しても,"Also, even if you stop midway through,","S01E01, S01E03, S01E05, S01E09, S01E11, S01E12, S01E14, S01E15, S01E19, S01E20, S01E22, S01E23, S01E25, S01E26"
教える,おしえる,"1. to teach, to instruct<br>2. to tell, to inform<br>3. to preach",N5,23,次は <b>教え</b>たとおりに跳びなよ,"Next time, just jump like I taught you.","S01E01, S01E02, S01E07, S01E13, S01E14, S01E17, S01E18, S01E19, S01E21, S01E23, S01E24, S01E25, S01E26"
時間,じかん,"1. time<br>2. hour<br>3. period, class, lesson",N5,23,登校まで残り<b>時間</b>は 約10時間,Approximately 10 hours left until school,"S01E01, S01E05, S01E09, S01E10, S01E11, S01E14, S01E15, S01E18, S01E20, S01E21, S01E24, S01E26"
いっぱい,いっぱい,1. one defeat,N4,23,本は 文字が <b>いっぱい</b>あると,A book has a lot of characters,"S01E01, S01E02, S01E04, S01E05, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E18, S01E21, S01E22, S01E24"
やめる,やめる,"1. to stop (an activity), to cease, to discontinue, to end, to quit<br>2. to cancel, to abandon, to give up, to abolish, to abstain, to refrain",Unlabeled,23,あと 途中で <b>やめ</b>たりしても,"Also, even if you stop midway through,","S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E13, S01E14, S01E15, S01E20, S01E21"
本,もと,"1. origin, source<br>2. base, basis, foundation, root<br>3. cause<br>4. ingredient, material<br>5. (somebody's) side, (somebody's) location<br>6. original cost (or capital, principal, etc.)<br>7. (plant) root, (tree) trunk<br>8. first section of a waka<br>9. counter for blades of grass, tree trunks, etc., and for falcons (in falconry)<br>10. handle (chopsticks, brush, etc.), grip",N5,23,<b>本</b>は 文字が いっぱいあると,A book has a lot of characters,"S01E01, S01E03, S01E05, S01E10, S01E11, S01E14, S01E15, S01E16, S01E18, S01E20, S01E22, S01E24"
死ぬ,しぬ,"1. to die, to pass away<br>2. to lose spirit, to lose vigor, to look dead<br>3. to cease, to stop",N5,23,<b>死ん</b>でいくものだとばかり,I just think I'm going to die,"S01E01, S01E05, S01E06, S01E07, S01E08, S01E11, S01E15, S01E21, S01E22, S01E23, S01E25"
さあ,さあ,"1. come, come now, come along, go on, hurry up<br>2. well, who knows, I don't know..., uh, hmm<br>3. well now, let's see, there we go, all right<br>4. about that, you see",N5,23,<b>さあ</b>て いんびな文でも―,"Come on, even if it's a stupid sentence...","S01E03, S01E05, S01E06, S01E07, S01E12, S01E14, S01E18, S01E19, S01E20, S01E21, S01E23, S01E26"
はあ,はあ,"1. yes, indeed, well<br>2. ha!<br>3. what?, huh?<br>4. sigh",N3,23,<b>はあ</b>？ なんで 私が,Huh? why me,"S01E03, S01E04, S01E06, S01E07, S01E11, S01E14, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24"
者,もの,1. person,N3,23,もっと年長<b>者</b>を敬うようにしろよ,Please respect your elders more,"S01E04, S01E07, S01E08, S01E14, S01E15, S01E17, S01E18, S01E21, S01E22, S01E26"
たち,やかた,"1. mansion, palace, manor house, castle<br>2. nobleman, noblewoman, dignitary<br>3. cabin (on a boat, carriage, etc.)",Unlabeled,22,男<b>たち</b>の うたげと共に―,With the men's songs...,"S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E11, S01E17, S01E18, S01E19, S01E20, S01E21, S01E23, S01E25, S01E26"
昨日,きのう,1. yesterday,N5,22,<b>昨日</b>は 雨降るって言ってたのにね,You said it would rain yesterday.,"S01E01, S01E02, S01E03, S01E08, S01E09, S01E11, S01E15, S01E17, S01E18, S01E21, S01E23, S01E24"
３,さん,1. three<br>2. tri-,Unlabeled,22,でも ２～<b>３</b>日は ゆっこに,But I'll stay with Yukko for a few days.,"S01E01, S01E02, S01E03, S01E05, S01E07, S01E08, S01E10, S01E11, S01E14, S01E15, S01E17, S01E18, S01E22, S01E24"
入れる,いれる,"1. to put in, to let in, to take in, to bring in, to insert, to install (e.g. software), to set (a jewel, etc.), to ink in (e.g. tattoo)<br>2. to admit, to accept, to employ, to hire<br>3. to accept, to comply, to grant, to adopt (a policy, etc.), to take (advice, etc.), to listen to, to pay attention to<br>4. to include<br>5. to pay (one's rent, etc.)<br>6. to cast (a vote)<br>7. to make (tea, coffee, etc.)<br>8. to turn on (a switch, etc.)<br>9. to send (a fax), to call",N5,22,古代兵器を手に<b>入れる</b>ことが,obtain ancient weapons,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E11, S01E18, S01E19, S01E21, S01E22, S01E23, S01E26"
やっぱり,やっぱり,"1. as expected, sure enough, just as one thought<br>2. after all (is said and done), in the end, as one would expect, in any case<br>3. too, also, as well, likewise, (not) either<br>4. still, as before<br>5. all the same, even so, still, nonetheless",N4,22,<b>やっぱり</b> 持つべきものは,"After all, what you should have is","S01E01, S01E03, S01E04, S01E07, S01E10, S01E11, S01E13, S01E14, S01E16, S01E18, S01E21, S01E23, S01E25"
わっ,わっ,"1. boo! (sound used to scare someone)<br>2. ugh (dissatisfaction, aggravation)<br>3. ulp (consternation)",Unlabeled,22,おっ！ はう<b>わっ</b>！,Oh! Wow!,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E13, S01E20, S01E24, S01E25, S01E26"
ありがとう,ありがとう,"1. thank you, thanks",N3,22,今日は <b>ありがとう</b>,Thank you for today,"S01E01, S01E02, S01E03, S01E04, S01E07, S01E08, S01E11, S01E12, S01E15, S01E16, S01E18, S01E22, S01E24, S01E25"
絵,え,"1. picture, drawing, painting, sketch<br>2. image (TV, film, etc.), picture, footage",N5,22,<b>絵</b>を描くときに下に置くのは？,What do you put down when drawing?,"S01E02, S01E05, S01E06, S01E07, S01E14, S01E16, S01E23, S01E24"
いつも,いつも,"1. always, all the time, at all times<br>2. never<br>3. usual, regular, habitual, customary",N5,22,真実が<b>いつも</b>正しいとは―,The truth is always right...,"S01E03, S01E09, S01E11, S01E14, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E23, S01E24, S01E25, S01E26"
とにかく,とにかく,"1. anyhow, at any rate, anyway, somehow or other, generally speaking, in any case, at least",N3,21,<b>とにかく</b>カバンを！,Just bring your bag!,"S01E01, S01E06, S01E10, S01E11, S01E14, S01E16, S01E19, S01E20, S01E21, S01E22, S01E23, S01E25, S01E26"
みたい,みたい,"1. -like, sort of, similar to, resembling",Unlabeled,21,もうちょっと普通の女の子<b>みたい</b>に,Just like a normal girl,"S01E01, S01E03, S01E04, S01E05, S01E11, S01E12, S01E14, S01E16, S01E17, S01E18, S01E21, S01E23, S01E26"
ロボ,ロボ,1. robotics<br>2. robot,Unlabeled,21,そういう<b>ロボ</b>的なものではなくて,It's not that kind of robot thing.,"S01E01, S01E08, S01E14, S01E15, S01E16, S01E25, S01E26"
よる,よる,"1. to be due to, to be caused by<br>2. to depend on, to turn on<br>3. to be based on, to come from<br>4. to be based at (a location, an organization), to be headquartered at",Unlabeled,21,しりとりでも し<b>よっ</b>か,Should I try Shiritori?,"S01E01, S01E02, S01E05, S01E07, S01E08, S01E09, S01E16, S01E17, S01E18, S01E19, S01E21, S01E24, S01E26"
見せる,みせる,"1. to show, to display",N5,21,だって天狗を絵で<b>見せ</b>てから,After I showed you a picture of a tengu,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E08, S01E10, S01E14, S01E16, S01E19, S01E20, S01E22"
まさか,まさか,"1. by no means, never!, well, I never!, you don't say!, certainly (not)<br>2. something unexpected, emergency<br>3. currently, for the time being, presently, for now<br>4. indeed, really, truly, unexpectedly",N3,21,<b>まさか</b>本当に持ってるとは,I never thought I actually had it.,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E13, S01E16, S01E18, S01E19, S01E20, S01E21, S01E23, S01E24, S01E25"
よく,よく,"1. greed, craving, desire, appetite, hunger, avarice, wants",N5,21,ヤギを<b>よく</b>見かけるんですが―,I often see goats...,"S01E01, S01E03, S01E04, S01E05, S01E08, S01E10, S01E12, S01E13, S01E14, S01E15, S01E17, S01E18, S01E19, S01E24"
ちる,ちる,"1. to fall (e.g. blossoms, leaves)<br>2. to scatter, to be dispersed<br>3. to disappear, to dissolve, to break up<br>4. to spread, to run, to blur<br>5. to die a noble death",Unlabeled,21,たいへんだ！ 大<b>ち</b>こくだ！,That's a big deal! It's a big deal!,"S01E01, S01E02, S01E03, S01E05, S01E08, S01E09, S01E16, S01E18, S01E20, S01E25, S01E26"
姉ちゃん,ねえちゃん,"1. (one's) older sister, (one's) elder sister<br>2. girl",Unlabeled,21,正解は お<b>姉ちゃん</b>でした,The correct answer was my sister.,"S01E02, S01E09, S01E17, S01E18, S01E21, S01E23, S01E24, S01E25"
少し,すこし,"1. small quantity, little, few, something<br>2. little while<br>3. short distance",N5,21,<b>少し</b>でも跳べるように,So that I can jump even a little,"S01E02, S01E03, S01E04, S01E05, S01E09, S01E10, S01E13, S01E14, S01E19, S01E21, S01E22, S01E24, S01E25"
こっち,こちら,"1. this way, this direction<br>2. here<br>3. this (one)<br>4. I, me, we, us<br>5. this person",N5,21,はかせ <b>こっち</b>へ来たんですか？,Hakase: Did you come here?,"S01E02, S01E03, S01E04, S01E11, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E21, S01E22, S01E23, S01E25, S01E26"
長野原,長野原,Naganohara,Unlabeled,21,<b>長野原</b>さんは高校のとき―,When Mr. Naganohara was in high school...,"S01E02, S01E05, S01E20, S01E22, S01E24, S01E25"
囲碁,いご,"1. go, board game of capturing territory",Unlabeled,21,最初は<b>囲碁</b>とサッカーを合わせた,"At first, Go and soccer were combined.","S01E08, S01E14, S01E17, S01E19, S01E23"
猫,ねこ,"1. cat (esp. the domestic cat, Felis catus)<br>2. shamisen<br>3. geisha<br>4. wheelbarrow<br>5. clay bed-warmer<br>6. bottom, submissive partner of a homosexual relationship",N5,20,大体 <b>猫</b>が鳴いてるときは―,Usually when a cat meows...,"S01E01, S01E03, S01E04, S01E16, S01E22, S01E24, S01E26"
中,なか,"1. inside, interior, in<br>2. among, within<br>3. middle, center, centre<br>4. during, while, middle, midst, amid<br>5. interval, gap<br>6. mean, average<br>7. second (of three, e.g. sons, volumes), middle<br>8. medium grade, medium quality<br>9. red-light district",N5,20,でも 人生の<b>中</b>で―,But in life...,"S01E01, S01E05, S01E06, S01E07, S01E11, S01E12, S01E13, S01E16, S01E19, S01E20, S01E24, S01E25"
こういう,こういう,"1. such, this sort of, like this",Unlabeled,20,<b>こういう</b>ことでしょうが！,I guess it's something like this!,"S01E01, S01E02, S01E05, S01E06, S01E09, S01E12, S01E14, S01E18, S01E23, S01E24, S01E25"
飲む,のむ,"1. to drink, to gulp, to swallow, to take (medicine)<br>2. to smoke (tobacco)<br>3. to engulf, to overwhelm<br>4. to keep down, to suppress<br>5. to accept (e.g. demand, condition)<br>6. to make light of, to conceal",N5,20,ティーを<b>飲も</b>うかなあって,I think I'll have some tea,"S01E02, S01E06, S01E12, S01E15, S01E16, S01E17, S01E18, S01E24, S01E25"
痛い,いたい,"1. painful, sore<br>2. cringy, embarrassing<br>3. exceeding",N5,20,単にのどが<b>痛い</b>のではなく―,It's not just a sore throat...,"S01E02, S01E03, S01E09, S01E11, S01E17, S01E20, S01E21, S01E22, S01E25, S01E26"
とく,とく,"1. to untie, to unfasten, to unwrap, to undo, to unbind, to unpack<br>2. to unsew, to unstitch<br>3. to solve, to work out, to answer<br>4. to dispel (misunderstanding, etc.), to clear up, to remove (suspicion), to appease<br>5. to dissolve (a contract), to cancel, to remove (a prohibition), to lift (a ban), to raise (a siege)<br>6. to release (from duty), to relieve, to dismiss<br>7. to comb (out), to card, to untangle (hair)",Unlabeled,20,言っ<b>とく</b>が やる気のないやつは,"I'm telling you, those who don't want to do it","S01E02, S01E03, S01E05, S01E06, S01E09, S01E10, S01E12, S01E13, S01E14, S01E18, S01E20, S01E23, S01E26"
として,として,"1. as (i.e. in the role of), for (i.e. from the viewpoint of)<br>2. apart from... (used to change the topic)<br>3. even (e.g. ""not even a single person"")<br>4. thinking that..., trying to...",Unlabeled,20,これで私も 普通の人<b>として</b>の,Now I can be a normal person too,"S01E02, S01E04, S01E07, S01E13, S01E14, S01E15, S01E17, S01E18, S01E21, S01E22, S01E23, S01E26"
うち,うち,Inside / While,N4,20,<b>うち</b>の寺に何するんじゃあ！,What are you doing to my temple?,"S01E03, S01E07, S01E08, S01E09, S01E11, S01E12, S01E17, S01E19, S01E21, S01E22, S01E23, S01E26"
回,かい,"1. counter for occurrences<br>2. a time, an instance<br>3. inning (baseball), round, game<br>4. episode, chapter, instalment<br>5. Hui (people)<br>6. Islam",N3,20,よっしゃ もう１<b>回</b>！,"Okay, one more time!","S01E03, S01E04, S01E07, S01E08, S01E09, S01E10, S01E12, S01E15, S01E17, S01E20, S01E21, S01E26"
おる,おる,1. to weave,Unlabeled,20,腹のやつが 急に いななき<b>おっ</b>てな,The thing in my stomach suddenly started neighing.,"S01E04, S01E06, S01E07, S01E08, S01E09, S01E13, S01E14, S01E16, S01E23, S01E24, S01E25, S01E26"
おはよう,おはよう,1. good morning,N2,19,ああ ゆっこ  <b>おはよう</b>,Oh Yukko Good morning,"S01E01, S01E05, S01E07, S01E08, S01E10, S01E11, S01E13, S01E14, S01E17, S01E21"
でる,でる,"1. to leave, to exit, to go out, to come out, to get out<br>2. to leave (on a journey), to depart, to start out, to set out<br>3. to move forward<br>4. to come to, to get to, to lead to, to reach<br>5. to appear, to come out, to emerge, to surface, to come forth, to turn up, to be found, to be detected, to be discovered, to be exposed, to show, to be exhibited, to be on display<br>6. to appear (in print), to be published, to be announced, to be issued, to be listed, to come out<br>7. to attend, to participate, to take part, to enter (an event), to play in, to perform<br>8. to be stated, to be expressed, to come up, to be brought up, to be raised<br>9. to sell<br>10. to exceed, to go over<br>11. to stick out, to protrude<br>12. to break out, to occur, to start, to originate<br>13. to be produced<br>14. to come from, to be derived from<br>15. to be given, to get, to receive, to be offered, to be provided, to be presented, to be submitted, to be handed in, to be turned in, to be paid<br>16. to answer (phone, door, etc.), to get<br>17. to assume (an attitude), to act, to behave<br>18. to pick up (speed, etc.), to gain<br>19. to flow (e.g. tears), to run, to bleed<br>20. to graduate<br>21. to ejaculate, to cum",Unlabeled,19,飛ん<b>でる</b>ってことは―,Flying means...,"S01E01, S01E05, S01E06, S01E07, S01E08, S01E10, S01E11, S01E12, S01E14, S01E17, S01E18, S01E19, S01E21, S01E22, S01E23"
