Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image,WordAudio,SentenceAudio
ばかり,ばかり,"1. only, merely, nothing but, no more than<br>2. approximately, about<br>3. just (finished, etc.)<br>4. as if to, (as though) about to<br>5. indicates emphasis<br>6. always, constantly",Unlabeled,12,息も絶え絶えで せっぱ詰まって 苦しいこと<b>ばかり</b>,"I'm out of breath, I'm stuck, it's just painful","S01E01, S01E05, S01E07, S01E08, S01E10, S01E12",,[sound:Beastars_word_681c3171.mp3],[sound:Beastars_sent_e4d8e16e.mp3]
私たち,わたしたち,"1. we, us",Unlabeled,12,<b>私たち</b>はウサギの中でも 絶滅危惧種の―,We are an endangered species among rabbits.,"S01E01, S01E04, S01E05, S01E06, S01E07, S01E08, S01E11, S01E12",,[sound:Beastars_word_3e9ae84d.mp3],[sound:Beastars_sent_4192e3d1.mp3]
こっち,こちら,"1. this way, this direction<br>2. here<br>3. this (one)<br>4. I, me, we, us<br>5. this person",N5,12,逆に <b>こっち</b>が聞きたいよ,"On the contrary, I want to hear this","S01E01, S01E02, S01E05, S01E06, S01E07, S01E09, S01E10",,[sound:Beastars_word_3ae72557.mp3],[sound:Beastars_sent_db3657f3.mp3]
らしい,らしい,"1. seeming ..., appearing ...<br>2. -ish, like a ..., typical of ..., appropriate for ..., becoming of ..., worthy of the name ...",Unlabeled,12,金曜に移ったことに 気付いていない<b>らしい</b>ですわ,He doesn't seem to notice that we've moved to Friday.,"S01E01, S01E03, S01E06, S01E07, S01E08, S01E09",,[sound:Beastars_word_da6826e0.mp3],[sound:Beastars_sent_954d6846.mp3]
小さい,ちいさい,"1. small, little, tiny<br>2. slight, below average (in degree, amount, etc.), minor, small<br>3. low (e.g. sound), soft (e.g. voice)<br>4. unimportant, petty, insignificant, trifling, trivial<br>5. young, juvenile",N5,12,こんな<b>小さい</b>やつで ボスのディナーに足りると思うか？,Do you think this little thing will be enough for the boss's dinner?,"S01E02, S01E03, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_6c458331.mp3],[sound:Beastars_sent_3cafc95a.mp3]
考える,かんがえる,"1. to think (about, of), to think over, to ponder, to contemplate, to reflect (on), to meditate (on)<br>2. to consider, to bear in mind, to allow for, to take into consideration<br>3. to think (that), to believe, to hold (a view), to judge, to conclude, to suspect<br>4. to intend (to do), to think of (doing), to plan<br>5. to predict, to anticipate, to expect, to imagine<br>6. to come up with, to think up, to contrive, to devise<br>7. to consider (as), to regard (as), to look on (as), to take, to view",N4,12,<b>考え</b>たことがあるのか？,Have you ever thought about it?,"S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E12",,[sound:Beastars_word_6ac7913e.mp3],[sound:Beastars_sent_313b553d.mp3]
話す,はなす,"1. to talk, to speak, to converse, to chat<br>2. to tell, to explain, to narrate, to mention, to describe, to discuss<br>3. to speak (a language)",N5,12,いや ダメだよ もっと<b>話す</b>べきことがあるでしょ,"No, no, we have more to talk about.","S01E02, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10, S01E12",,[sound:Beastars_word_ef622501.mp3],[sound:Beastars_sent_0ca5cd0d.mp3]
元気,げんき,"1. lively, full of spirit, energetic, vigorous, vital, spirited<br>2. healthy, well, fit, in good health",N5,12,部室にある薬 少し入れたら きっと<b>元気</b>になるわ,"If you put some of the medicine in the club room, I'm sure you'll feel better.","S01E02, S01E05, S01E06, S01E07, S01E08, S01E11, S01E12",,[sound:Beastars_word_7fc6e836.mp3],[sound:Beastars_sent_b9ecfbe2.mp3]
つく,つく,"1. to be attached, to be connected with, to adhere, to stick, to cling<br>2. to remain imprinted, to scar, to stain, to dye<br>3. to bear (fruit, interest, etc.)<br>4. to be acquired (of a habit, ability, etc.), to increase (of strength, etc.)<br>5. to take root<br>6. to accompany, to attend, to follow, to study with<br>7. to side with, to belong to<br>8. to possess, to haunt<br>9. to be lit, to be lighted<br>10. to be settled, to be resolved, to be decided<br>11. to be given (of a name, price, etc.)<br>12. to be sensed, to be perceived<br>13. to be lucky<br>14. to become (a state, condition, etc.)",Unlabeled,12,なんで あの日のことに<b>つい</b>て レゴシ君は一切 触れないの？,Why doesn't Legosi ever mention anything about that day?,"S01E03, S01E04, S01E05, S01E06, S01E08, S01E10, S01E11, S01E12",,[sound:Beastars_word_7d196893.mp3],[sound:Beastars_sent_5235d151.mp3]
過ぎる,すぎる,"1. to pass through, to pass by, to go beyond<br>2. to pass (of time), to elapse<br>3. to have expired, to have ended, to be over<br>4. to exceed, to surpass, to be above<br>5. to be no more than ...<br>6. to be excessive, to be too much, to be too ...",N4,12,にしては さらわれた側が 堂々とし<b>過ぎ</b>てんだろ,The person who was kidnapped must have been too dignified for that.,"S01E03, S01E05, S01E08, S01E10, S01E11, S01E12",,[sound:Beastars_word_6c6b2f60.mp3],[sound:Beastars_sent_3bf9150f.mp3]
イヌ科,イヌか,"1. Canidae, family containing domestic dogs, wolves, foxes, etc.",Unlabeled,12,さすがに大型の<b>イヌ科</b>の鼻は ごまかせなかったわけか,"As expected, the nose of a large canine couldn't be fooled.","S01E03, S01E04, S01E05, S01E06, S01E10",,[sound:Beastars_word_06d252a6.mp3],[sound:Beastars_sent_3cca1e81.mp3]
くださる,くださる,"1. to give, to confer, to bestow<br>2. to kindly do for one, to oblige, to favour, to favor",N4,12,ロウソクに火を 灯して<b>ください</b>,Please light a candle.,"S01E04, S01E05, S01E06, S01E08, S01E10, S01E12",,[sound:Beastars_word_21378281.mp3],[sound:Beastars_sent_b3a4b10a.mp3]
帰る,かえる,"1. to return, to come home, to go home, to go back<br>2. to leave<br>3. to get home, to get to home plate",N5,12,ハルさん 今日は俺と一緒に<b>帰ろう</b>,"Haru-san, let's go home with me today.","S01E06, S01E08, S01E11",,[sound:Beastars_word_1b8a0294.mp3],[sound:Beastars_sent_aafd411d.mp3]
うまい,うまい,"1. skillful, skilful, clever, expert, wise, successful<br>2. delicious, appetizing, appetising, tasty<br>3. fortunate, splendid, promising",N4,11,でも 明日は きっと <b>うまく</b>いくわね,But I'm sure things will go well tomorrow.,"S01E01, S01E02, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E11",,[sound:Beastars_word_ff7715af.mp3],[sound:Beastars_sent_919f6c5e.mp3]
牙,きば,"1. tusk, fang",Unlabeled,11,争いを避けるために <b>牙</b>を見せつけるとは,Showing off your fangs to avoid a fight?,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E08, S01E09, S01E11",,[sound:Beastars_word_4977b12b.mp3],[sound:Beastars_sent_f3085914.mp3]
かける,かける,"1. to hang up (e.g. a coat, a picture on the wall), to let hang, to suspend (from), to hoist (e.g. sail), to raise (e.g. flag)<br>2. to put on (e.g. a blanket), to put on top of, to cover, to lay, to spread<br>3. to put on (glasses, etc.), to wear (a necklace, etc.)<br>4. to make (a call)<br>5. to spend (time, money), to expend, to use<br>6. to pour (liquid) onto, to sprinkle (powder or spices) onto, to splash, to throw (e.g. water) onto<br>7. to turn on (engine, radio, etc.), to set (dial, alarm clock, etc.), to put on (DVD, song, etc.), to use (device, implement, etc.)<br>8. to cause (somebody inconvenience, trouble, etc.), to burden (someone), to impose<br>9. to multiply (arithmetic operation)<br>10. to secure (e.g. lock)<br>11. to take a seat, to sit, to rest (something on something else), to support (something on something else)<br>12. to bind<br>13. to wager, to bet, to risk, to stake, to gamble<br>14. to put an effect (spell, anaesthetic, etc.) on<br>15. to hold (a play, festival, etc.)<br>16. to hold an emotion for (pity, hope, etc.)<br>17. to argue (in court), to deliberate (in a meeting), to present (e.g. idea to a conference, etc.)<br>18. to increase further<br>19. to catch (in a trap, etc.)<br>20. to set atop<br>21. to erect (a makeshift building)<br>22. to apply (insurance)<br>23. to pun (on a word), to use (a word) as a pivot word, to play on words<br>24. to be partway doing ..., to begin (but not complete) ..., to be about to ...<br>25. to address (someone), to direct (something, to someone), to do (something, to someone)",N5,11,だけど あなたは 私の肩に毛布を<b>かけ</b>て去った,But you put a blanket over my shoulders and left,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E09, S01E10, S01E12",,[sound:Beastars_word_fbde1155.mp3],[sound:Beastars_sent_00e79466.mp3]
アドラー,アドラー,Adora,Unlabeled,11,草食の俺が <b>アドラー</b>を演じること,"Me, a herbivore, playing Adler","S01E01, S01E02, S01E04",,[sound:Beastars_word_34893a0e.mp3],[sound:Beastars_sent_132d386b.mp3]
公演,こうえん,1. public performance<br>2. exhibition in a foreign country,N1,11,とても 明日の<b>公演</b>を 続けられる状態ではないそうです,It seems that he is in no condition to continue with tomorrow's performance.,"S01E01, S01E02, S01E03, S01E04, S01E05",,[sound:Beastars_word_78bfef7c.mp3],[sound:Beastars_sent_7ccd98a7.mp3]
心,こころ,"1. mind, heart, spirit<br>2. the meaning of a phrase (riddle, etc.)",N4,11,“同種族で触れ合うと <b>心</b>のリラックスにつながる”って,“Interacting with people of the same species leads to mental relaxation.”,"S01E02, S01E04, S01E07, S01E09, S01E10, S01E12",,[sound:Beastars_word_082c4ae7.mp3],[sound:Beastars_sent_65a3fc88.mp3]
味,あじ,"1. flavor, flavour, taste<br>2. charm, appeal, uniqueness, attractiveness<br>3. experience, taste (e.g. of victory)<br>4. smart, clever, witty, strange",N4,11,こんな残飯じゃが <b>味</b>に変わりはない,There's no difference in the taste of leftover food like this.,"S01E02, S01E06, S01E07, S01E09, S01E10, S01E11",,[sound:Beastars_word_50c0bf3e.mp3],[sound:Beastars_sent_13ad4457.mp3]
肉,にく,1. flesh<br>2. meat<br>3. the physical body (as opposed to the spirit)<br>4. thickness<br>5. ink pad,N5,11,当然のこととして この世界で <b>肉</b>を食べることは重罪だ,"Of course, eating meat in this world is a serious crime.","S01E02, S01E06, S01E09, S01E10",,[sound:Beastars_word_2f79e1fc.mp3],[sound:Beastars_sent_1929695c.mp3]
女の子,おんなのこ,"1. girl, daughter, baby girl<br>2. young woman",N5,11,<b>女の子</b>の食事を そんなに まじまじと見るもんじゃないわよ,You shouldn't take a girl's food so seriously.,"S01E03, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11",,[sound:Beastars_word_e9291c8a.mp3],[sound:Beastars_sent_65ba49ec.mp3]
すごい,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",N3,11,気丈に振る舞ってるけど 本当は <b>すごく</b>不安だと思うの,"I'm acting brave, but I think I'm really anxious.","S01E03, S01E04, S01E05, S01E06, S01E08, S01E11, S01E12",,[sound:Beastars_word_c550c27b.mp3],[sound:Beastars_sent_4f9f307b.mp3]
最後,さいご,"1. end, conclusion<br>2. last, final, latest, most recent<br>3. no sooner than, once, right after (often having negative consequences)<br>4. one's final moments",N4,11,これは君にとっての <b>最後</b>の試験でもある,This is also your last test.,"S01E03, S01E04, S01E05, S01E09, S01E10, S01E11",,[sound:Beastars_word_d1526ea5.mp3],[sound:Beastars_sent_bac6f779.mp3]
決める,きめる,"1. to decide, to choose, to determine, to make up one's mind, to resolve, to set one's heart on, to settle, to arrange, to set, to appoint, to fix<br>2. to clinch (a victory), to decide (the outcome of a match)<br>3. to persist in doing, to go through with<br>4. to always do, to have made a habit of<br>5. to take for granted, to assume<br>6. to dress up, to dress to kill, to dress to the nines<br>7. to carry out successfully (a move in sports, a pose in dance, etc.), to succeed in doing<br>8. to immobilize with a double-arm lock (in sumo, judo, etc.)<br>9. to eat or drink something, to take illegal drugs",N4,11,俺は家の跡を継ぐために 婚約者が<b>決め</b>られている,"In order to inherit the family, I have a fiance decided.","S01E03, S01E04, S01E07, S01E11, S01E12",,[sound:Beastars_word_ab2b1fa8.mp3],[sound:Beastars_sent_a3084563.mp3]
会う,あう,"1. to meet, to encounter, to see<br>2. to have an accident, to have a bad experience",N5,11,俺は 彼女に<b>会い</b>たくて 来ただけなので,I just came because I wanted to see her.,"S01E03, S01E07, S01E08, S01E10, S01E11",,[sound:Beastars_word_edd39040.mp3],[sound:Beastars_sent_a3bb292c.mp3]
ビル,ビル,"1. multi-floor building, multi-storey building<br>2. bill",N4,11,<b>ビル</b>のことなんて 俺が言う資格は１つもない,I have no right to say anything about Bill.,"S01E04, S01E06, S01E08",,[sound:Beastars_word_54fa2fa1.mp3],[sound:Beastars_sent_595e106b.mp3]
ウソ,うそ,"1. lie, fib, falsehood, untruth<br>2. mistake, error<br>3. unwise move, bad decision<br>4. no way!, unbelievable!, really?!",Unlabeled,11,俺たちが戦う場面には <b>ウソ</b>もお飾りも要らない,The scenes where we fight don't need lies or decorations.,"S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12",,[sound:Beastars_word_fbbe3bbb.mp3],[sound:Beastars_sent_b5b81c3b.mp3]
ワン,ワン,1. one,Unlabeled,11,<b>ワン</b> ツー スリー ワン ツー スリー,One two three One two three,"S01E07, S01E08",,[sound:Beastars_word_90e0c5e4.mp3],[sound:Beastars_sent_026ea203.mp3]
つける,つける,"1. to install (a king, emperor, etc.)<br>2. to appoint (to a post), to promote<br>3. to assign (to study under)",N5,10,今夜 講堂に忍び込んで ゾーイに稽古を<b>つける</b>,I'll sneak into the auditorium tonight and give Zoe a lesson.,"S01E01, S01E03, S01E06, S01E07, S01E08, S01E09, S01E12",,[sound:Beastars_word_664974e1.mp3],[sound:Beastars_sent_8669df1d.mp3]
声,こえ,"1. voice<br>2. singing (of a bird), chirping (of an insect), hoot<br>3. voice, opinion (as expressed in words), view, wish, attitude, will<br>4. sound<br>5. sense (of something's arrival), feeling<br>6. voice, voiced sound",N5,10,<b>声</b>と一緒に喉の奥のほうで うなり声が響く,"Along with my voice, a growl echoes deep in my throat.","S01E01, S01E03, S01E05, S01E06, S01E08, S01E10, S01E11",,[sound:Beastars_word_693e132f.mp3],[sound:Beastars_sent_6ef940e3.mp3]
おく,おく,"1. inner part, inside, interior, depths (e.g. of a forest), back (of a house, drawer, etc.), bottom (e.g. of one's heart), recesses, heart",Unlabeled,10,君には大人の世界を 知って<b>おい</b>てもらう必要がある,I need you to know about the adult world.,"S01E01, S01E02, S01E03, S01E04, S01E07, S01E08, S01E09",,[sound:Beastars_word_74f94e7a.mp3],[sound:Beastars_sent_9aa21a82.mp3]
あげる,あげる,"1. to raise, to elevate<br>2. to do up (one's hair)<br>3. to fly (a kite, etc.), to launch (fireworks, etc.), to surface (a submarine, etc.)<br>4. to land (a boat)<br>5. to deep-fry<br>6. to show someone (into a room)<br>7. to give<br>8. to send someone (away)<br>9. to enrol (one's child in school), to enroll<br>10. to increase (price, quality, status, etc.), to develop (talent, skill), to improve<br>11. to make (a loud sound), to raise (one's voice)<br>12. to earn (something desirable)<br>13. to praise<br>14. to give (an example, etc.), to cite<br>15. to summon up (all of one's energy, etc.)<br>16. to arrest<br>17. to nominate<br>18. to summon (for geishas, etc.)<br>19. to offer up (incense, a prayer, etc.) to the gods (or Buddha, etc.)<br>20. to bear (a child)<br>21. to conduct (a ceremony, esp. a wedding)<br>22. (of the tide) to come in<br>23. to vomit<br>24. to do for (the sake of someone else)<br>25. to complete ...<br>26. to humbly do ...",N4,10,明日は あなたのやり方で 彼をサポートして<b>あげ</b>てね,Support him tomorrow in your own way.,"S01E01, S01E04, S01E05, S01E07, S01E09, S01E10, S01E12",,[sound:Beastars_word_eee8b9c9.mp3],[sound:Beastars_sent_1622b462.mp3]
