Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image,WordAudio,SentenceAudio
今朝,けさ,1. this morning,N5,7,でも かがみも <b>今朝</b>やってただろ？,"But Kagami did it this morning too, right?","S01E01, S01E05, S01E07, S01E17, S01E19, S01E24","<img src=""S01E05_00_14_15_854.jpg"">",[sound:Lucky Star_word_e4a62aaa.mp3],[sound:Lucky Star_sent_b0dc4858.mp3]
座る,すわる,"1. to sit, to squat<br>2. to assume (a position)<br>3. to hold steady, to hold still",N5,7,こなたは いつも パソコンの前に<b>座っ</b>てるから,You're always sitting in front of the computer,"S01E01, S01E03, S01E06, S01E11, S01E15, S01E21","<img src=""S01E11_00_19_01_557.jpg"">",[sound:Lucky Star_word_bbb6f439.mp3],[sound:Lucky Star_sent_6f921b37.mp3]
生活,せいかつ,"1. living, life (one's daily existence), livelihood",N4,7,あのように病人よりも ゆったりとした<b>生活</b>をしてるわ,I live a more relaxed life than a sick person.,"S01E01, S01E05, S01E07, S01E14, S01E15, S01E16, S01E19","<img src=""S01E01_00_14_10_182.jpg"">",[sound:Lucky Star_word_15d208d1.mp3],[sound:Lucky Star_sent_b820d104.mp3]
微妙,びみょう,"1. subtle, delicate, fine<br>2. difficult, complex, tricky, delicate (situation, position, etc.), close (e.g. decision)<br>3. doubtful, questionable, dicey<br>4. not great, iffy",N3,7,<b>微妙</b>に増えてる,It is increasing slightly,"S01E01, S01E11, S01E15, S01E19","<img src=""S01E01_00_15_13_662.jpg"">",[sound:Lucky Star_word_52aa834e.mp3],[sound:Lucky Star_sent_6d7e4ecf.mp3]
重い,おもい,"1. heavy, weighty<br>2. heavy (feeling), depressed, gloomy, blue, uneasy<br>3. slow, sluggish, lumbering, ponderous, clumsy<br>4. important (position, responsibility, etc.), serious, grave<br>5. serious (punishment, illness, etc.), severe, critical<br>6. solid, established, dignified, sensible",N5,7,ワイヤーと大きめのパッドが 入っているから その分<b>重い</b>んだ,It's heavy because it contains wire and a large pad.,"S01E01, S01E04, S01E11","<img src=""S01E01_00_15_18_918.jpg"">",[sound:Lucky Star_word_9d8151ec.mp3],[sound:Lucky Star_sent_3196a495.mp3]
っぱなし,はなし,"1. keep ...-ing, have been ...-ing, leaving (something) on, leaving (something) still in use",Unlabeled,7,でも教科書 置き<b>っぱなし</b>だと 復習とかできないでしょう,"But if you leave your textbook behind, you won't be able to review it.","S01E01, S01E04, S01E07, S01E17","<img src=""S01E04_00_02_32_193.jpg"">",[sound:Lucky Star_word_d7c39344.mp3],[sound:Lucky Star_sent_3dfc3ac0.mp3]
登場,とうじょう,"1. entry (on stage), appearance (on screen)<br>2. entrance, introduction (into a market)",N2,7,私がここぞとばかりに<b>登場</b>,I just appeared here,"S01E01, S01E06, S01E18, S01E23","<img src=""S01E01_00_17_10_487.jpg"">",[sound:Lucky Star_word_444c734b.mp3],[sound:Lucky Star_sent_9051107c.mp3]
プロ,プロ,1. professional,N3,7,いや <b>プロ</b>野球が開幕したなって,"No, professional baseball has started.","S01E01, S01E19, S01E22","<img src=""S01E01_00_17_43_145.jpg"">",[sound:Lucky Star_word_8eeeef84.mp3],[sound:Lucky Star_sent_224ed6ee.mp3]
ついに,ついに,"1. finally, at last<br>2. in the end, after all, never (happened)",Unlabeled,7,<b>ついに</b>俺は今日 勝利者となった,Finally I became a winner today,"S01E01, S01E06, S01E07, S01E08, S01E13, S01E14","<img src=""S01E13_00_18_04_458.jpg"">",[sound:Lucky Star_word_b5e966f9.mp3],[sound:Lucky Star_sent_7d7cf542.mp3]
手伝い,てつだい,"1. helper, assistant<br>2. help",N3,7,例によって お<b>手伝い</b>は 最近 本編でも出番が増えて,"As usual, help has been appearing more and more in the main story recently.","S01E01, S01E02, S01E04, S01E05, S01E11, S01E12, S01E13","<img src=""S01E05_00_18_36_281.jpg"">",[sound:Lucky Star_word_f9673884.mp3],[sound:Lucky Star_sent_07fe92e7.mp3]
エヘッ,エヘッ,1. Ehehe (Auto-translated),Unlabeled,7,<b>エヘッ</b> そんなプリティーで ゴージャスな演技を―,"Ahh, such a pretty and gorgeous performance...","S01E01, S01E14, S01E15, S01E19, S01E20","<img src=""S01E14_00_20_34_399.jpg"">",[sound:Lucky Star_word_c9ea66bd.mp3],[sound:Lucky Star_sent_107541f4.mp3]
いまだ,まだ,"1. still, as yet, only<br>2. (not) yet<br>3. more, (more) still<br>4. at least, comparatively, relatively<br>5. unfinished, incomplete, not yet done",Unlabeled,7,<b>いまだ</b>見知らぬ子供に 声をかける者がいるとは嘆かわしい,It is deplorable that there are still people who call out to unknown children.,"S01E01, S01E03, S01E14, S01E16, S01E19, S01E22","<img src=""S01E14_00_09_04_502.jpg"">",[sound:Lucky Star_word_adef54f8.mp3],[sound:Lucky Star_sent_bb6efa60.mp3]
歳,さい,1. -years-old,N1,7,しかも私 ３<b>歳</b>から この仕事やってるし,And I've been doing this job since I was 3 years old.,"S01E01, S01E02, S01E03, S01E06, S01E12, S01E22","<img src=""S01E01_00_21_01_218.jpg"">",[sound:Lucky Star_word_43d5113b.mp3],[sound:Lucky Star_sent_e465c368.mp3]
別れ,わかれ,"1. parting, separation, farewell",N3,7,はあっ！ いっけな～い もうお<b>別れ</b>の時間なんです,"Haa! Okay, it's time to say goodbye.","S01E01, S01E02, S01E03, S01E04, S01E09, S01E13, S01E18","<img src=""S01E01_00_21_25_659.jpg"">",[sound:Lucky Star_word_862566e9.mp3],[sound:Lucky Star_sent_79673532.mp3]
音,おと,"1. sound, noise, report<br>2. note<br>3. fame<br>4. Chinese-derived character reading",N4,7,こなた！ <b>音</b>大きい！ 音下げてって,Konata! Loud! Turn the volume down,"S01E01, S01E02, S01E19, S01E24","<img src=""S01E01_00_22_40_108.jpg"">",[sound:Lucky Star_word_bec69dd9.mp3],[sound:Lucky Star_sent_e02eb3d1.mp3]
さま,ざま,"1. mess, sorry state, plight, sad sight<br>2. -ways, -wards<br>3. in the act of ..., just as one is ...<br>4. manner of ..., way of ...",Unlabeled,7,皆<b>さま</b> まもなくバスは 清水寺へとまいります,"Ladies and gentlemen, the bus will arrive at Kiyomizu-dera Temple soon.","S01E02, S01E08, S01E12, S01E20, S01E21","<img src=""S01E21_00_11_44_245.jpg"">",[sound:Lucky Star_word_f08c1f8b.mp3],[sound:Lucky Star_sent_e9652489.mp3]
昼,ひる,"1. noon, midday<br>2. daytime<br>3. lunch",N5,7,<b>昼</b>までぐっすりやと思とったけど うちも まだ若いんかな？,"I thought I'd sleep soundly until noon, but maybe I'm still young?","S01E02, S01E08, S01E15, S01E19, S01E20","<img src=""S01E19_00_04_05_286.jpg"">",[sound:Lucky Star_word_0201c422.mp3],[sound:Lucky Star_sent_f3fb5b38.mp3]
エヘ,えへん,1. ahem,Unlabeled,7,よくそんなに寝れるね <b>エヘ</b>,"You can sleep that much, huh?","S01E02, S01E03, S01E04, S01E17, S01E21, S01E24","<img src=""S01E02_00_02_51_462.jpg"">",[sound:Lucky Star_word_a9f4c8e6.mp3],[sound:Lucky Star_sent_20297c61.mp3]
恋,こい,1. (romantic) love,N3,7,少しの不安と大きな期待 マジで<b>恋</b>する５秒前 ＭＫ５！,"A little bit of anxiety and big expectations, 5 seconds before I seriously fell in love with MK5!","S01E02, S01E03, S01E15, S01E21","<img src=""S01E15_00_16_22_064.jpg"">",[sound:Lucky Star_word_0a3e2b90.mp3],[sound:Lucky Star_sent_3decc797.mp3]
ページ,ページ,1. page,N5,7,世界史が20<b>ページ</b> 英語が30ページで,"World history is 20 pages, English is 30 pages.","S01E02, S01E05","<img src=""S01E02_00_04_20_134.jpg"">",[sound:Lucky Star_word_2bb9df23.mp3],[sound:Lucky Star_sent_f9882a2f.mp3]
何だかんだ,なんだかんだ,"1. something or other, one thing or another, this or that",Unlabeled,7,<b>何だかんだ</b>言っても 寄り道とかには付き合うのね,"No matter what I say, I'll go with you on detours.","S01E02, S01E04, S01E11, S01E12, S01E13, S01E18","<img src=""S01E02_00_09_18_057.jpg"">",[sound:Lucky Star_word_24940df9.mp3],[sound:Lucky Star_sent_aa69d620.mp3]
正解,せいかい,"1. correct, right, correct interpretation (answer, solution)",N1,7,でも<b>正解</b>率は見るに堪えない,But the accuracy rate is unbearable to watch.,"S01E02, S01E03, S01E15","<img src=""S01E02_00_05_31_956.jpg"">",[sound:Lucky Star_word_1a0ff333.mp3],[sound:Lucky Star_sent_7a000e9c.mp3]
案外,あんがい,"1. unexpectedly, surprisingly<br>2. unexpected, unanticipated, unforeseen, surprising",N2,7,ゲームで鍛えたスキルって <b>案外</b> 日常生活で役に立たないんだよね,The skills you develop through games are surprisingly useless in your daily life.,"S01E02, S01E03, S01E08, S01E16","<img src=""S01E02_00_07_12_765.jpg"">",[sound:Lucky Star_word_2b0e7792.mp3],[sound:Lucky Star_sent_d75c5b71.mp3]
役,えき,"1. war, campaign, battle<br>2. unpaid work (ritsuryo system), forced labor",N3,7,意外と こういう時には アニソンが<b>役</b>に立つのだよ,"Surprisingly, anime songs can be useful in times like this.","S01E02, S01E04, S01E05, S01E07, S01E11","<img src=""S01E11_00_22_06_116.jpg"">",[sound:Lucky Star_word_7154fb20.mp3],[sound:Lucky Star_sent_5e40ffe5.mp3]
チッ,チェ,"1. tsk, tut, shoot, dang<br>2. chirp",Unlabeled,7,<b>チッ</b> はい,Tsk yes,"S01E02, S01E08, S01E09, S01E13, S01E14, S01E20, S01E23","<img src=""S01E13_00_20_23_138.jpg"">",[sound:Lucky Star_word_1a2ba767.mp3],[sound:Lucky Star_sent_3cad6019.mp3]
ツッコむ,つきこむ,"1. to thrust (something) into (something), to cram, to stuff, to shove<br>2. to plunge into, to charge into, to rush into, to ram into, to crash into<br>3. to delve into (a matter), to go into depth, to get to the heart (of something)<br>4. to press (someone) about, to point out (e.g. an inconsistency), to question sharply, to grill<br>5. to get involved with, to meddle in, to poke one's nose into<br>6. to riposte, to retort, to quip",Unlabeled,7,でも<b>ツッコん</b>だら あかんのやろうな,"But if you try to make fun of me, I guess it's a no-no.","S01E02, S01E04, S01E06, S01E08, S01E10, S01E15, S01E21","<img src=""S01E04_00_04_27_600.jpg"">",[sound:Lucky Star_word_a9d1ad16.mp3],[sound:Lucky Star_sent_fcde6310.mp3]
うらやましい,うらやましい,"1. envious, jealous<br>2. enviable (position, etc.)",Unlabeled,7,かがみちゃんも つかさちゃんも しっかりしてて <b>うらやましい</b>わ,I'm jealous of how strong Kagami and Tsukasa are.,"S01E02, S01E09, S01E14, S01E17, S01E20, S01E21","<img src=""S01E09_00_09_32_947.jpg"">",[sound:Lucky Star_word_19d9cd39.mp3],[sound:Lucky Star_sent_8f31dbad.mp3]
今まで,いままで,"1. until now, so far, up to the present",Unlabeled,7,<b>今まで</b> どんだけ俺が 我慢してきたと思ってんだ！,How much did you think I had endured until now?,"S01E02, S01E08, S01E10, S01E16, S01E17, S01E21","<img src=""S01E21_00_20_19_676.jpg"">",[sound:Lucky Star_word_e80bb040.mp3],[sound:Lucky Star_sent_33def362.mp3]
何度,なんど,"1. how many times<br>2. how many degrees (temperature, angle, etc.)",Unlabeled,7,<b>何度</b>も通院しなくては いけなくなるんでしょうか,Will I have to go to the hospital many times?,"S01E02, S01E04, S01E07, S01E11, S01E13, S01E14","<img src=""S01E07_00_03_18_573.jpg"">",[sound:Lucky Star_word_11b7d67f.mp3],[sound:Lucky Star_sent_e9467fdb.mp3]
受かる,うかる,1. to pass (examination),N1,7,<b>受かっ</b>ても来ない可能性も あったこと 見落としてるでしょ,"You're overlooking the fact that even if you get accepted, there's a possibility that you won't come.","S01E02, S01E03, S01E13, S01E14, S01E15","<img src=""S01E15_00_16_58_017.jpg"">",[sound:Lucky Star_word_76691f04.mp3],[sound:Lucky Star_sent_0af17fef.mp3]
読書,どくしょ,1. reading (books),N3,7,テレビで日本人の年間の 平均<b>読書</b>数ってのをやってて,There was a TV show about the average number of books a Japanese person reads per year.,"S01E02, S01E06, S01E08, S01E09, S01E10","<img src=""S01E02_00_15_17_499.jpg"">",[sound:Lucky Star_word_c71b9c3e.mp3],[sound:Lucky Star_sent_e7d333db.mp3]
数,しばしば,"1. often, again and again, frequently, repeatedly",N3,7,この時期に映画館で入場者<b>数</b>が 増加することから名づけられた―,It was named because the number of people attending movie theaters increases during this time.,"S01E02, S01E04, S01E13, S01E21, S01E24","<img src=""S01E04_00_23_30_909.jpg"">",[sound:Lucky Star_word_a8df4050.mp3],[sound:Lucky Star_sent_41e46c35.mp3]
用事,ようじ,"1. tasks, things to do, errand, business (to take care of), affairs, engagement",N4,7,誰か出ていく時に <b>用事</b> 頼もうと思うんだけど,I'm thinking of asking someone to run an errand for me when I leave.,"S01E02, S01E07, S01E10, S01E11, S01E12, S01E20, S01E23","<img src=""S01E20_00_12_30_166.jpg"">",[sound:Lucky Star_word_52f189e7.mp3],[sound:Lucky Star_sent_de82a140.mp3]
パン,パン,"1. bread, pastries (e.g. croissants), pastry-based products<br>2. pan, frying pan<br>3. panning (in a film)",N5,7,ヨーグルトをかき混ぜて “<b>パン</b>工場”とかもやったわよねえ,We also did a “bread factory” by stirring yogurt.,"S01E02, S01E08, S01E22","<img src=""S01E22_00_06_26_761.jpg"">",[sound:Lucky Star_word_433c6837.mp3],[sound:Lucky Star_sent_8aa4440e.mp3]
隣,となり,"1. next (to), adjoining, adjacent<br>2. house next door, neighbouring house, next-door neighbour, next-door neighbor",N5,7,私 <b>隣</b>の方が倒れてくると こうやって体を縮めるんですけど,"When the person next to me falls down, I shrink my body like this.","S01E02, S01E04, S01E11, S01E19","<img src=""S01E11_00_05_55_313.jpg"">",[sound:Lucky Star_word_face8e89.mp3],[sound:Lucky Star_sent_79b2d5cd.mp3]
胸,むね,"1. chest, breast<br>2. breasts, bosom, bust<br>3. heart<br>4. lungs<br>5. stomach<br>6. heart, mind, feelings",N3,7,いやあ 私もずっと<b>胸</b>がないのを 嘆いてきたんだけどね,"Well, I've always lamented the fact that I don't have any breasts.","S01E02, S01E04, S01E11, S01E23","<img src=""S01E04_00_09_50_047.jpg"">",[sound:Lucky Star_word_86d15422.mp3],[sound:Lucky Star_sent_a2adb919.mp3]
例えば,たとえば,"1. for example, for instance, e.g.",N4,7,<b>例えば</b>ですね,"For example,","S01E03, S01E05, S01E09, S01E10","<img src=""S01E09_00_06_17_877.jpg"">",[sound:Lucky Star_word_91a3c41d.mp3],[sound:Lucky Star_sent_9a7ee168.mp3]
当たり前,あたりまえ,"1. natural, reasonable, obvious<br>2. usual, common, ordinary, commonplace, the norm",N1,7,お前が反対するのは<b>当たり前</b>だ,It's natural for you to object.,"S01E03, S01E15, S01E17, S01E20, S01E21, S01E22","<img src=""S01E15_00_08_26_339.jpg"">",[sound:Lucky Star_word_82433c09.mp3],[sound:Lucky Star_sent_492a596c.mp3]
ずつ,ずつ,"1. apiece, each<br>2. at a time, piecemeal",Unlabeled,7,同じものを両方で１つ<b>ずつ</b> 買って帰っていくという―,He said he would buy one of the same thing for both and take it home.,"S01E03, S01E10, S01E12, S01E20","<img src=""S01E10_00_07_54_682.jpg"">",[sound:Lucky Star_word_f5b9f13e.mp3],[sound:Lucky Star_sent_dbeb3881.mp3]
姉妹,しまい,1. sisters,N3,7,私と かがみたち <b>姉妹</b>ってことにしといて,Let's just say that Kagami and I are sisters.,"S01E03, S01E04, S01E06, S01E09, S01E17","<img src=""S01E09_00_10_51_192.jpg"">",[sound:Lucky Star_word_f3fa936e.mp3],[sound:Lucky Star_sent_d2e5c3e4.mp3]
勝手に,かってに,"1. arbitrarily, of its own accord, voluntarily, wilfully, willfully, as one pleases",Unlabeled,7,ちょっ ちょっと待て！ <b>勝手に</b>話 進めるんじゃないわよ！,"Hey, wait a minute! Don't just proceed with the conversation!","S01E03, S01E07, S01E10, S01E24","<img src=""S01E24_00_06_18_586.jpg"">",[sound:Lucky Star_word_785075bc.mp3],[sound:Lucky Star_sent_e6a2bcec.mp3]
育つ,そだつ,"1. to be raised (e.g. child), to be brought up, to grow (up)",N3,7,ほら 双子ってさ 離ればなれに<b>育っ</b>ていても,"See, twins are twins, even if they grow up apart.","S01E03, S01E11, S01E12, S01E16, S01E19, S01E22","<img src=""S01E03_00_04_59_090.jpg"">",[sound:Lucky Star_word_316cabd5.mp3],[sound:Lucky Star_sent_bd811954.mp3]
衣装,いしょう,"1. clothing, costume, outfit, garment, dress",N1,7,チアの<b>衣装</b>ができたっす！,Cheer costume is ready!,"S01E03, S01E07, S01E24","<img src=""S01E24_00_12_44_597.jpg"">",[sound:Lucky Star_word_27c87448.mp3],[sound:Lucky Star_sent_5aa2c70c.mp3]
なし,ない,"1. nonexistent, not being (there)<br>2. unowned, not had, unpossessed<br>3. unique<br>4. not, impossible, won't happen<br>5. not<br>6. to not be, to have not",Unlabeled,7,細かいことは言いっこ<b>なし</b>だよ かがみ,"Kagami, you're not good at talking about details.","S01E03, S01E06, S01E18, S01E22","<img src=""S01E18_00_10_50_441.jpg"">",[sound:Lucky Star_word_868310e1.mp3],[sound:Lucky Star_sent_5d1fbb8c.mp3]
雨,あめ,"1. rain<br>2. rainy day, rainy weather<br>3. the November suit (in hanafuda)",N5,7,最近は<b>雨</b>が多くて 嫌だよね,It's been raining a lot lately and I don't like it.,"S01E03, S01E15, S01E17, S01E18","<img src=""S01E03_00_10_33_299.jpg"">",[sound:Lucky Star_word_124d6058.mp3],[sound:Lucky Star_sent_03ad6cf3.mp3]
